filename,transcript,abs_start,abs_end,words,rel_start,rel_end,Is_Silent,transcript_no_punct,transcript_no_punct_corrected,transcript_cleaned,song_id,song_length,split,is_explicit
01e69b29469a4f178a12f4489bf859f0-22.wav,put my trust in god that day,100.461,102.919,"[{'word': 'my', 'start': 0.333, 'end': 0.625}, {'word': 'trust', 'start': 0.666, 'end': 0.958}, {'word': 'in', 'start': 1.0, 'end': 1.291}, {'word': 'god', 'start': 1.333, 'end': 1.666}, {'word': 'that', 'start': 1.708, 'end': 2.0}, {'word': 'day', 'start': 2.041, 'end': 2.458}]",0.0,2.4579999999999984,False,put my trust in god that day,put my trust in god that day,False,01e69b29469a4f178a12f4489bf859f0,104.412,train,True
01e9b4d2507b4be181d3024e1b173de8-6.wav,and all the bad piss ugly things i feed me,44.47,47.911,"[{'word': 'all', 'start': 0.254, 'end': 0.382}, {'word': 'the', 'start': 0.446, 'end': 0.637}, {'word': 'bad', 'start': 0.701, 'end': 1.21}, {'word': 'piss', 'start': 1.274, 'end': 1.529}, {'word': 'ugly', 'start': 1.593, 'end': 2.166}, {'word': 'things', 'start': 2.23, 'end': 2.421}, {'word': 'i', 'start': 2.485, 'end': 2.676}, {'word': 'feed', 'start': 2.74, 'end': 2.995}, {'word': 'me', 'start': 3.058, 'end': 3.441}]",0.0,3.4410000000000025,False,and all the bad piss ugly things i feed me,and all the bad piss ugly things i feed me,False,01e9b4d2507b4be181d3024e1b173de8,115.47399999999996,train,True
02a5b37cf5e24255979a4ca45a587fe3-1.wav,and get away with murder,15.824,17.858,"[{'word': 'and', 'start': 0.0, 'end': 0.161}, {'word': 'get', 'start': 0.214, 'end': 0.375}, {'word': 'away', 'start': 0.428, 'end': 0.803}, {'word': 'with', 'start': 0.857, 'end': 1.017}]",0.0,2.0340000000000007,False,and get away with murder,and get away with murder,False,02a5b37cf5e24255979a4ca45a587fe3,138.991,train,True
02a5b37cf5e24255979a4ca45a587fe3-16.wav,and get away with murder,70.68,72.767,"[{'word': 'and', 'start': 0.0, 'end': 0.161}, {'word': 'get', 'start': 0.214, 'end': 0.375}, {'word': 'away', 'start': 0.428, 'end': 0.803}, {'word': 'with', 'start': 0.856, 'end': 1.017}]",0.0,2.086999999999989,False,and get away with murder,and get away with murder,False,02a5b37cf5e24255979a4ca45a587fe3,138.991,train,True
02a5b37cf5e24255979a4ca45a587fe3-21.wav,and get away with murder,91.231,93.372,"[{'word': 'and', 'start': 0.0, 'end': 0.161}, {'word': 'get', 'start': 0.268, 'end': 0.428}, {'word': 'away', 'start': 0.428, 'end': 0.803}, {'word': 'with', 'start': 0.91, 'end': 1.07}, {'word': 'murder', 'start': 1.124, 'end': 2.141}]",0.0,2.1410000000000053,False,and get away with murder,and get away with murder,False,02a5b37cf5e24255979a4ca45a587fe3,138.991,train,True
02a5b37cf5e24255979a4ca45a587fe3-31.wav,and get away with murder,125.536,127.57,"[{'word': 'and', 'start': 0.0, 'end': 0.214}, {'word': 'get', 'start': 0.214, 'end': 0.428}, {'word': 'away', 'start': 0.428, 'end': 0.856}, {'word': 'with', 'start': 0.856, 'end': 1.07}, {'word': 'murder', 'start': 1.124, 'end': 2.034}]",0.0,2.033999999999992,False,and get away with murder,and get away with murder,False,02a5b37cf5e24255979a4ca45a587fe3,138.991,train,True
02a5b37cf5e24255979a4ca45a587fe3-36.wav,i'm gonna break your heart and get away with murder,144.0,148.174,"[{'word': 'gonna', 'start': 0.16, 'end': 0.588}, {'word': 'break', 'start': 0.642, 'end': 0.963}, {'word': 'your', 'start': 1.07, 'end': 1.391}, {'word': 'heart', 'start': 1.445, 'end': 1.98}, {'word': 'and', 'start': 2.14, 'end': 2.301}, {'word': 'get', 'start': 2.355, 'end': 2.515}, {'word': 'away', 'start': 2.569, 'end': 2.943}, {'word': 'with', 'start': 2.997, 'end': 3.157}]",0.0,4.174000000000007,False,i'm gonna break your heart and get away with murder,i'm gonna break your heart and get away with murder,False,02a5b37cf5e24255979a4ca45a587fe3,138.991,train,True
02a5b37cf5e24255979a4ca45a587fe3-44.wav,and get away with murder,183.871,185.797,"[{'word': 'get', 'start': 0.214, 'end': 0.374}, {'word': 'away', 'start': 0.374, 'end': 0.749}, {'word': 'with', 'start': 0.802, 'end': 0.909}]",0.0,1.925999999999988,False,and get away with murder,and get away with murder,False,02a5b37cf5e24255979a4ca45a587fe3,138.991,train,True
02a5b37cf5e24255979a4ca45a587fe3-50.wav,and get away with murder,204.421,206.669,"[{'word': 'and', 'start': 0.0, 'end': 0.161}, {'word': 'get', 'start': 0.215, 'end': 0.375}, {'word': 'away', 'start': 0.429, 'end': 0.803}, {'word': 'with', 'start': 0.857, 'end': 1.017}]",0.0,2.248000000000019,False,and get away with murder,and get away with murder,False,02a5b37cf5e24255979a4ca45a587fe3,138.991,train,True
02a5b37cf5e24255979a4ca45a587fe3-51.wav,get away with murder,211.432,213.359,"[{'word': 'get', 'start': 0.0, 'end': 0.161}, {'word': 'away', 'start': 0.268, 'end': 0.643}, {'word': 'with', 'start': 0.696, 'end': 0.857}, {'word': 'murder', 'start': 0.91, 'end': 1.927}]",0.0,1.927000000000021,False,get away with murder,get away with murder,False,02a5b37cf5e24255979a4ca45a587fe3,138.991,train,True
02a5b37cf5e24255979a4ca45a587fe3-52.wav,get away with murder,214.857,216.838,"[{'word': 'get', 'start': 0.0, 'end': 0.161}, {'word': 'away', 'start': 0.268, 'end': 0.643}, {'word': 'with', 'start': 0.696, 'end': 0.857}, {'word': 'murder', 'start': 0.964, 'end': 1.981}]",0.0,1.9809999999999943,False,get away with murder,get away with murder,False,02a5b37cf5e24255979a4ca45a587fe3,138.991,train,True
02a5b37cf5e24255979a4ca45a587fe3-6.wav,and get away with murder,36.429,38.409,"[{'word': 'get', 'start': 0.214, 'end': 0.374}, {'word': 'away', 'start': 0.428, 'end': 0.803}, {'word': 'with', 'start': 0.856, 'end': 1.017}, {'word': 'murder', 'start': 1.07, 'end': 1.98}]",0.0,1.9799999999999969,False,and get away with murder,and get away with murder,False,02a5b37cf5e24255979a4ca45a587fe3,138.991,train,True
0379bb70af2f481e8e0a5d6d9b8913a9-10.wav,but now it's time to kiss your ass goodbye,59.491,66.36,"[{'word': 'now', 'start': 0.189, 'end': 0.568}, {'word': 'its', 'start': 0.758, 'end': 0.947}, {'word': 'time', 'start': 0.995, 'end': 1.326}, {'word': 'to', 'start': 1.468, 'end': 1.705}, {'word': 'kiss', 'start': 1.753, 'end': 2.274}, {'word': 'your', 'start': 2.321, 'end': 2.511}, {'word': 'ass', 'start': 2.558, 'end': 3.079}]",0.0,6.869,False,but now it's time to kiss your ass goodbye,but now it's time to kiss your ass goodbye,False,0379bb70af2f481e8e0a5d6d9b8913a9,135.5010000000001,train,True
0379bb70af2f481e8e0a5d6d9b8913a9-15.wav,it ain't my bitch,85.17,86.875,"[{'word': 'aint', 'start': 0.237, 'end': 0.379}, {'word': 'my', 'start': 0.426, 'end': 0.568}]",0.0,1.7049999999999983,False,it ain't my bitch,it ain't my bitch,False,0379bb70af2f481e8e0a5d6d9b8913a9,135.5010000000001,train,True
0379bb70af2f481e8e0a5d6d9b8913a9-19.wav,"down and out, where the hell ya been",94.835,97.488,"[{'word': 'and', 'start': 0.237, 'end': 0.379}, {'word': 'out', 'start': 0.426, 'end': 0.758}, {'word': 'where', 'start': 0.805, 'end': 1.137}, {'word': 'the', 'start': 1.184, 'end': 1.327}, {'word': 'hell', 'start': 1.374, 'end': 1.706}, {'word': 'ya', 'start': 1.753, 'end': 1.895}]",0.0,2.653000000000006,False,down and out where the hell ya been,down and out where the hell ya been,False,0379bb70af2f481e8e0a5d6d9b8913a9,135.5010000000001,train,True
0379bb70af2f481e8e0a5d6d9b8913a9-20.wav,damn it on down,97.867,99.004,"[{'word': 'damn', 'start': 0.0, 'end': 0.19}, {'word': 'it', 'start': 0.237, 'end': 0.379}, {'word': 'on', 'start': 0.427, 'end': 0.758}]",0.0,1.1370000000000005,False,damn it on down,damn it on down,False,0379bb70af2f481e8e0a5d6d9b8913a9,135.5010000000001,train,True
0379bb70af2f481e8e0a5d6d9b8913a9-21.wav,damn it unbound,99.383,100.52,"[{'word': 'damn', 'start': 0.0, 'end': 0.19}, {'word': 'it', 'start': 0.237, 'end': 0.379}]",0.0,1.1370000000000005,False,damn it unbound,damn it unbound,False,0379bb70af2f481e8e0a5d6d9b8913a9,135.5010000000001,train,True
0379bb70af2f481e8e0a5d6d9b8913a9-22.wav,damn it all down to hell again,100.899,103.932,"[{'word': 'damn', 'start': 0.0, 'end': 0.19}, {'word': 'it', 'start': 0.237, 'end': 0.379}, {'word': 'all', 'start': 0.427, 'end': 0.758}, {'word': 'down', 'start': 0.806, 'end': 1.137}, {'word': 'to', 'start': 1.185, 'end': 1.327}, {'word': 'hell', 'start': 1.374, 'end': 1.706}, {'word': 'again', 'start': 1.753, 'end': 3.033}]",0.0,3.0330000000000013,False,damn it all down to hell again,damn it all down to hell again,False,0379bb70af2f481e8e0a5d6d9b8913a9,135.5010000000001,train,True
0379bb70af2f481e8e0a5d6d9b8913a9-27.wav,but now it's time to kiss your ass goodbye,112.649,119.377,"[{'word': 'but', 'start': 0.0, 'end': 0.19}, {'word': 'now', 'start': 0.237, 'end': 0.758}, {'word': 'its', 'start': 0.806, 'end': 1.043}, {'word': 'time', 'start': 1.09, 'end': 1.516}, {'word': 'to', 'start': 1.611, 'end': 1.801}, {'word': 'kiss', 'start': 1.848, 'end': 2.369}, {'word': 'your', 'start': 2.416, 'end': 2.606}, {'word': 'ass', 'start': 2.653, 'end': 3.222}, {'word': 'goodbye', 'start': 3.269, 'end': 6.728}]",0.0,6.727999999999994,False,but now it's time to kiss your ass goodbye,but now it's time to kiss your ass goodbye,False,0379bb70af2f481e8e0a5d6d9b8913a9,135.5010000000001,train,True
0379bb70af2f481e8e0a5d6d9b8913a9-43.wav,but now it's time to kiss your ass goodbye,221.809,229.105,"[{'word': 'but', 'start': 0.0, 'end': 0.142}, {'word': 'now', 'start': 0.19, 'end': 0.805}, {'word': 'its', 'start': 0.853, 'end': 0.995}, {'word': 'time', 'start': 1.042, 'end': 1.611}, {'word': 'to', 'start': 1.706, 'end': 1.895}, {'word': 'kiss', 'start': 1.943, 'end': 2.369}, {'word': 'your', 'start': 2.416, 'end': 2.558}, {'word': 'ass', 'start': 2.606, 'end': 3.127}]",0.0,7.295999999999992,False,but now it's time to kiss your ass goodbye,but now it's time to kiss your ass goodbye,False,0379bb70af2f481e8e0a5d6d9b8913a9,135.5010000000001,train,True
0379bb70af2f481e8e0a5d6d9b8913a9-48.wav,it ain't my bitch oh,246.114,248.578,"[{'word': 'it', 'start': 0.0, 'end': 0.19}, {'word': 'aint', 'start': 0.237, 'end': 0.379}, {'word': 'my', 'start': 0.427, 'end': 0.569}, {'word': 'bitch', 'start': 0.616, 'end': 1.895}, {'word': 'oh', 'start': 1.943, 'end': 2.464}]",0.0,2.463999999999998,False,it ain't my bitch oh,it ain't my bitch oh,False,0379bb70af2f481e8e0a5d6d9b8913a9,135.5010000000001,train,True
0379bb70af2f481e8e0a5d6d9b8913a9-52.wav,it ain't my bitch,261.275,266.108,"[{'word': 'it', 'start': 0.0, 'end': 0.19}, {'word': 'aint', 'start': 0.237, 'end': 0.379}, {'word': 'my', 'start': 0.427, 'end': 0.569}, {'word': 'bitch', 'start': 0.616, 'end': 4.833}]",0.0,4.833000000000027,False,it ain't my bitch,it ain't my bitch,False,0379bb70af2f481e8e0a5d6d9b8913a9,135.5010000000001,train,True
0379bb70af2f481e8e0a5d6d9b8913a9-65.wav,bitch you ain't mine,292.924,294.961,"[{'word': 'you', 'start': 0.663, 'end': 0.948}, {'word': 'aint', 'start': 1.042, 'end': 1.421}]",0.0,2.0370000000000346,False,bitch you ain't mine,bitch you ain't mine,False,0379bb70af2f481e8e0a5d6d9b8913a9,135.5010000000001,train,True
03943393154446e28b93c02a01db0a19-15.wav,but a little bit of hell,40.949,43.058,"[{'word': 'but', 'start': 0.0, 'end': 0.117}, {'word': 'a', 'start': 0.195, 'end': 0.313}, {'word': 'little', 'start': 0.352, 'end': 0.625}, {'word': 'bit', 'start': 0.664, 'end': 0.859}, {'word': 'of', 'start': 0.938, 'end': 1.055}]",0.0,2.1090000000000018,False,but a little bit of hell,but a little bit of hell,False,03943393154446e28b93c02a01db0a19,163.78399999999968,train,True
03b71e62b82a48dcbaad64cc6d742462-22.wav,"just a stupid motherfucker, if i die, i die.",116.027,118.395,"[{'word': 'a', 'start': 0.158, 'end': 0.316}, {'word': 'stupid', 'start': 0.316, 'end': 0.632}, {'word': 'motherfucker', 'start': 0.632, 'end': 1.263}, {'word': 'if', 'start': 1.263, 'end': 1.421}, {'word': 'i', 'start': 1.421, 'end': 1.579}, {'word': 'die', 'start': 1.579, 'end': 1.737}, {'word': 'i', 'start': 1.737, 'end': 2.053}]",0.0,2.367999999999995,False,just a stupid motherfucker if i die i die,just a stupid motherfucker if i die i die,False,03b71e62b82a48dcbaad64cc6d742462,133.73599999999996,train,True
03b71e62b82a48dcbaad64cc6d742462-25.wav,"just a stupid motherfucker, if i die, i die.",125.974,128.501,"[{'word': 'just', 'start': 0.0, 'end': 0.158}, {'word': 'a', 'start': 0.158, 'end': 0.316}, {'word': 'stupid', 'start': 0.316, 'end': 0.632}, {'word': 'motherfucker', 'start': 0.632, 'end': 1.263}, {'word': 'if', 'start': 1.263, 'end': 1.421}, {'word': 'i', 'start': 1.421, 'end': 1.579}, {'word': 'die', 'start': 1.579, 'end': 1.737}, {'word': 'i', 'start': 1.737, 'end': 2.053}, {'word': 'die', 'start': 2.053, 'end': 2.527}]",0.0,2.527000000000001,False,just a stupid motherfucker if i die i die,just a stupid motherfucker if i die i die,False,03b71e62b82a48dcbaad64cc6d742462,133.73599999999996,train,True
03b71e62b82a48dcbaad64cc6d742462-28.wav,"just a stupid motherfucker, if i die, i die.",135.922,138.29,"[{'word': 'a', 'start': 0.158, 'end': 0.315}, {'word': 'stupid', 'start': 0.315, 'end': 0.631}, {'word': 'motherfucker', 'start': 0.631, 'end': 1.263}, {'word': 'if', 'start': 1.263, 'end': 1.421}, {'word': 'i', 'start': 1.421, 'end': 1.579}, {'word': 'die', 'start': 1.579, 'end': 1.737}, {'word': 'i', 'start': 1.737, 'end': 2.052}]",0.0,2.367999999999995,False,just a stupid motherfucker if i die i die,just a stupid motherfucker if i die i die,False,03b71e62b82a48dcbaad64cc6d742462,133.73599999999996,train,True
04112539e45b41b8983fcd82904e3c4f-35.wav,i'm a slave,91.709,92.884,"[{'word': 'im', 'start': 0.0, 'end': 0.261}, {'word': 'a', 'start': 0.261, 'end': 0.457}, {'word': 'slave', 'start': 0.522, 'end': 1.175}]",0.0,1.1749999999999972,False,i'm a slave,i'm a slave,False,04112539e45b41b8983fcd82904e3c4f,124.857,train,True
046eb308496c4adaa9d3d700b5a92506-3.wav,everyone is gay,31.546,33.816,"[{'word': 'everyone', 'start': 0.0, 'end': 1.438}, {'word': 'is', 'start': 1.514, 'end': 1.627}]",0.0,2.270000000000003,False,everyone is gay,everyone is gay,False,046eb308496c4adaa9d3d700b5a92506,141.92399999999992,train,True
048be1eab34e4481af972c25bf17ccec-11.wav,and drank his vodka straight,59.236,62.458,"[{'word': 'and', 'start': 0.0, 'end': 0.219}, {'word': 'drank', 'start': 0.273, 'end': 0.765}, {'word': 'his', 'start': 0.819, 'end': 1.256}, {'word': 'vodka', 'start': 1.529, 'end': 2.184}]",0.0,3.2220000000000013,False,and drank his vodka straight,and drank his vodka straight,False,048be1eab34e4481af972c25bf17ccec,139.19700000000003,train,True
048be1eab34e4481af972c25bf17ccec-19.wav,blast those yellow reds to hell,90.254,93.421,"[{'word': 'blast', 'start': 0.0, 'end': 0.437}, {'word': 'those', 'start': 0.492, 'end': 0.819}, {'word': 'yellow', 'start': 0.874, 'end': 1.529}, {'word': 'reds', 'start': 1.693, 'end': 2.13}, {'word': 'to', 'start': 2.184, 'end': 2.348}]",0.0,3.1670000000000016,False,blast those yellow reds to hell,blast those yellow reds to hell,False,048be1eab34e4481af972c25bf17ccec,139.19700000000003,train,True
048be1eab34e4481af972c25bf17ccec-20.wav,cold war kids were hard to kill,93.64,97.135,"[{'word': 'war', 'start': 0.382, 'end': 0.874}, {'word': 'kids', 'start': 0.983, 'end': 1.529}, {'word': 'were', 'start': 1.638, 'end': 1.802}, {'word': 'hard', 'start': 1.856, 'end': 2.239}, {'word': 'to', 'start': 2.293, 'end': 2.457}, {'word': 'kill', 'start': 2.512, 'end': 3.495}]",0.0,3.4950000000000045,False,cold war kids were hard to kill,cold war kids were hard to kill,False,048be1eab34e4481af972c25bf17ccec,139.19700000000003,train,True
04e641f6b00f49b0bbdcb5c30da7fbbb-19.wav,"but god, does it feel so good?",49.38,51.33,"[{'word': 'god', 'start': 0.173, 'end': 0.303}, {'word': 'does', 'start': 0.346, 'end': 0.433}, {'word': 'it', 'start': 0.52, 'end': 0.607}, {'word': 'feel', 'start': 0.737, 'end': 0.91}, {'word': 'so', 'start': 1.083, 'end': 1.257}]",0.0,1.949999999999996,False,but god does it feel so good,but god does it feel so good,False,04e641f6b00f49b0bbdcb5c30da7fbbb,118.47399999999998,train,True
04e641f6b00f49b0bbdcb5c30da7fbbb-22.wav,"'cause god, it just feels so,",57.703,59.61,"[{'word': 'god', 'start': 0.173, 'end': 0.303}, {'word': 'it', 'start': 0.39, 'end': 0.477}, {'word': 'just', 'start': 0.52, 'end': 0.694}, {'word': 'feels', 'start': 0.867, 'end': 1.04}]",0.0,1.9069999999999965,False,'cause god it just feels so,'cause god it just feels so,False,04e641f6b00f49b0bbdcb5c30da7fbbb,118.47399999999998,train,True
04e641f6b00f49b0bbdcb5c30da7fbbb-26.wav,"once a whore, you're nothing more,",67.934,69.061,"[{'word': 'a', 'start': 0.173, 'end': 0.26}, {'word': 'whore', 'start': 0.346, 'end': 0.476}, {'word': 'youre', 'start': 0.52, 'end': 0.65}, {'word': 'nothing', 'start': 0.693, 'end': 0.953}, {'word': 'more', 'start': 1.04, 'end': 1.127}]",0.0,1.1270000000000095,False,once a whore you're nothing more,once a whore you're nothing more,False,04e641f6b00f49b0bbdcb5c30da7fbbb,118.47399999999998,train,True
04e641f6b00f49b0bbdcb5c30da7fbbb-43.wav,"but god, does it feel so good?",102.093,103.957,"[{'word': 'but', 'start': 0.0, 'end': 0.087}, {'word': 'god', 'start': 0.174, 'end': 0.304}, {'word': 'does', 'start': 0.347, 'end': 0.434}, {'word': 'it', 'start': 0.521, 'end': 0.607}, {'word': 'feel', 'start': 0.737, 'end': 0.911}, {'word': 'so', 'start': 1.084, 'end': 1.258}]",0.0,1.86399999999999,False,but god does it feel so good,but god does it feel so good,False,04e641f6b00f49b0bbdcb5c30da7fbbb,118.47399999999998,train,True
04e641f6b00f49b0bbdcb5c30da7fbbb-46.wav,"'cause god, it just feels so,",110.417,114.058,"[{'word': 'god', 'start': 0.173, 'end': 0.303}, {'word': 'it', 'start': 0.39, 'end': 0.476}, {'word': 'just', 'start': 0.52, 'end': 0.693}, {'word': 'feels', 'start': 0.867, 'end': 1.04}]",0.0,3.641000000000005,False,'cause god it just feels so,'cause god it just feels so,False,04e641f6b00f49b0bbdcb5c30da7fbbb,118.47399999999998,train,True
04e641f6b00f49b0bbdcb5c30da7fbbb-58.wav,"but god, does it feel so good?",174.228,176.179,"[{'word': 'god', 'start': 0.173, 'end': 0.303}, {'word': 'does', 'start': 0.347, 'end': 0.433}, {'word': 'it', 'start': 0.52, 'end': 0.607}, {'word': 'feel', 'start': 0.737, 'end': 0.91}, {'word': 'so', 'start': 1.084, 'end': 1.257}, {'word': 'good', 'start': 1.431, 'end': 1.951}]",0.0,1.9509999999999927,False,but god does it feel so good,but god does it feel so good,False,04e641f6b00f49b0bbdcb5c30da7fbbb,118.47399999999998,train,True
04e641f6b00f49b0bbdcb5c30da7fbbb-61.wav,"'cause god, it just feels so,",182.551,186.453,"[{'word': 'cause', 'start': 0.0, 'end': 0.087}, {'word': 'god', 'start': 0.174, 'end': 0.304}, {'word': 'it', 'start': 0.39, 'end': 0.477}, {'word': 'just', 'start': 0.52, 'end': 0.694}, {'word': 'feels', 'start': 0.867, 'end': 1.041}, {'word': 'so', 'start': 1.301, 'end': 3.902}]",0.0,3.9020000000000152,False,'cause god it just feels so,'cause god it just feels so,False,04e641f6b00f49b0bbdcb5c30da7fbbb,118.47399999999998,train,True
050c5407c3cf421ea65c1d0dbc52137f-23.wav,all the bullshit that i find,80.566,82.366,"[{'word': 'the', 'start': 0.216, 'end': 0.36}, {'word': 'bullshit', 'start': 0.36, 'end': 0.936}, {'word': 'that', 'start': 0.936, 'end': 1.08}, {'word': 'i', 'start': 1.08, 'end': 1.368}, {'word': 'find', 'start': 1.368, 'end': 1.8}]",0.0,1.7999999999999972,False,all the bullshit that i find,all the bullshit that i find,False,050c5407c3cf421ea65c1d0dbc52137f,157.09199999999996,train,True
050c5407c3cf421ea65c1d0dbc52137f-42.wav,thank god its over,142.193,144.065,"[{'word': 'god', 'start': 0.288, 'end': 0.576}, {'word': 'its', 'start': 0.576, 'end': 0.864}, {'word': 'over', 'start': 0.864, 'end': 1.872}]",0.0,1.8719999999999857,False,thank god its over,thank god its over,False,050c5407c3cf421ea65c1d0dbc52137f,157.09199999999996,train,True
05a7b788e14746c091f41ba7a273f61c-1.wav,and all my friends don't give a fuck,4.174,7.374,"[{'word': 'all', 'start': 0.2, 'end': 0.35}, {'word': 'my', 'start': 0.4, 'end': 0.75}, {'word': 'friends', 'start': 0.8, 'end': 1.4}, {'word': 'dont', 'start': 1.6, 'end': 1.75}, {'word': 'give', 'start': 1.8, 'end': 1.95}, {'word': 'a', 'start': 2.0, 'end': 2.35}, {'word': 'fuck', 'start': 2.4, 'end': 3.2}]",0.0,3.2,False,and all my friends don't give a fuck,and all my friends don't give a fuck,False,05a7b788e14746c091f41ba7a273f61c,145.49999999999994,train,True
05a7b788e14746c091f41ba7a273f61c-14.wav,and all my friends don't give a fuck,55.424,58.574,"[{'word': 'all', 'start': 0.15, 'end': 0.3}, {'word': 'my', 'start': 0.35, 'end': 0.7}, {'word': 'friends', 'start': 0.75, 'end': 1.35}, {'word': 'dont', 'start': 1.55, 'end': 1.7}, {'word': 'give', 'start': 1.75, 'end': 1.9}, {'word': 'a', 'start': 1.95, 'end': 2.3}, {'word': 'fuck', 'start': 2.35, 'end': 3.15}]",0.0,3.1499999999999986,False,and all my friends don't give a fuck,and all my friends don't give a fuck,False,05a7b788e14746c091f41ba7a273f61c,145.49999999999994,train,True
